,LTC,,,,,ETH,,,,,ETC,,,,,DASH,,,,,BTC,,,,
date,marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD)
2018-04-21,8747915589.58,155.68,482924000,31.70950693,242058853.557,60962868568.7,616,2612460032,347.810312739,1169051840.17,1995235924.51,19.7,216888000,19.9906639613,53926810.4234,3700675628.88,461.26,92526096,5.96835329,63130737.0836,150355100164,8848.79,7548550144,28.40590158,5336340581.42
2018-04-22,8353055208.97,148.61,338735008,29.88721792,164060272.313,59997979186.9,606.12,2426269952,357.656973437,860249211.02,1890517713.63,18.66,157018000,20.084135039,25784869.6418,3567422806.92,444.55,100845000,5.76612617,47756354.2867,151669006717,8925.06,6629899776,21.73949684,4959900179.23
2018-04-23,8246110260.89,146.67,376060000,36.24537663,301081400.529,61503218314.1,621.2,2386830080,390.663517807,2535729744.11,1902176447.54,18.77,278155008,21.570369602,83980794.7598,3747651933.34,466.9,148591008,8.1099912,71269408.4411,149465275105,8794.39,6925190144,29.13376866,6473371463.94
2018-04-24,8580144230.89,152.57,643558016,43.68072734,422056512.157,63714319061.2,643.4,3581860096,478.509636834,2064195973.09,2075583759.99,20.48,320566016,28.8987597267,58708843.8499,4053446137.9,504.88,140408992,7.56254161,60656027.7347,151861444150,8934.34,10678800384,65.4108642,8548462178.25
2018-04-25,9286591836.93,165.09,613467008,37.93560699,460407940.446,70032702581.5,707.06,4216140032,455.279846456,2004503770.68,2241001469.55,22.11,358536000,21.3104415958,74579421.9283,4238480880.55,527.81,125297000,6.70877107,76705675.8679,164908410434,9701.03,11083100160,91.73241634,9533897982.99
2018-04-26,8141432867.89,144.7,412436992,33.64225792,288620625.82,61232588263.8,618.08,2984009984,463.462968986,1402831377.44,1886085042.74,18.6,280513984,18.6604308341,50522213.2196,3719762871.57,463.11,132803000,5.66616763,52096868.0271,150751755539,8867.32,8970559488,67.58831497,6498903625.64
2018-04-27,8635778340.35,153.44,386742016,34.04474722,294186811.935,65608380360.9,662.11,2598129920,486.780280198,1565468788.36,2130247404.8,21.01,273598016,16.1597052977,51250724.5665,4051458232.51,504.29,108192000,6.70799729,45467585.1287,157964512594,9290.63,7566289920,55.63050596,6747290172.71
2018-04-28,8204183229.11,145.74,337116992,31.90327427,302931566.745,63890962789.3,644.65,2496659968,518.979361455,1256323798.17,2086261379.72,20.57,246408992,12.5774030093,70801860.4122,3782814217.53,470.74,101078000,5.77824199,43780231.6717,152004795242,8939.27,7805479936,41.9470722,7514890720.65
2018-04-29,8568145451.86,152.16,388081984,34.08401468,382768707.354,67796474148,683.91,2740559872,546.699467868,1262516804.04,2203437706.1,21.72,271380000,13.8353427975,42147735.0378,3973069825.68,494.3,101137000,5.78216658,56470994.2139,158946450422,9346.41,8853000192,34.8862402,7106274885.01
2018-04-30,8654293935.2,153.65,341396992,36.53002508,329051666.164,68390882143.7,689.76,2853100032,566.570331846,1510130948.97,2215635041.55,21.84,351048992,17.0713215962,79157618.2113,4007245122.25,498.44,118497000,5.77351462,55095826.0836,160319863299,9426.11,8673920000,36.71911167,7252192106.65
2018-05-01,8357494706.68,148.34,342152000,33.47754,436451104.804,66490842263.2,670.46,2678960128,444.819094055,1403159281.63,2218580250.36,21.86,210024992,14.0104962314,82768210.4629,3804833577.58,473.16,101299000,6.39918357,56162085.7909,157367273414,9251.47,7713019904,31.75790178,5417296649.12
2018-05-02,8365658119.66,148.45,354656992,38.93720213,258963066.719,66863536076.3,674.08,2822269952,476.351338422,1936352897.97,2188153333.38,21.56,193015008,16.0276509514,32998621.482,3846021377.22,478.17,129694000,5.6910236,75072812.457,154885861895,9104.6,7558159872,38.88684015,5881530805.64
2018-05-03,8560126261.12,151.86,617984000,45.12304124,321504956.773,68118950663.3,686.59,4210939904,569.749608277,2115694945.55,2196576667.74,21.64,370436992,20.1372499512,68296506.0216,3876994272.39,481.56,124091000,7.41210914,113025045.466,157103302841,9233.97,10207299584,39.40065166,6933584099.66
2018-05-04,9047811230.3,160.47,633054976,39.07177272,291306718.693,77083076650.3,776.78,3533410048,545.712357894,2199810279.16,2306592215.3,22.72,299227008,13.9128003518,51473942.722,4047981993.95,502.68,150130000,6.42168279,96760927.1368,164973295475,9695.5,8217829888,39.37853649,7837824037.88
2018-05-05,9495032123.7,168.35,741246016,39.30114759,355465729.508,77872965099.5,784.58,3035040000,428.66025443,1511353339.69,2271702412.93,22.37,263167008,12.4086712216,29767036.0999,3917145175.99,486.32,113858000,6.53235043,49024404.1986,165073418768,9700.28,7651939840,32.17831497,5748961684.33
2018-05-06,10043138517.2,178.02,626270016,33.75906896,670199238.48,81017424915.3,816.09,3105570048,383.374428816,1367154077.1,2309909638.57,22.74,666931968,16.6882479113,91951956.9959,4077053670.1,506.06,97449000,5.38841587,48203512.1831,167558925831,9845.31,7222280192,31.28195837,5507894075.53
2018-05-07,9692454655.33,171.76,573281024,38.21286543,273025143.115,78775777750.4,793.34,4316120064,443.728234108,3258956914.41,2584826416.48,25.45,411630016,15.6958403969,74454017.4218,3914198390.46,485.74,108330000,7.46470772,75832816.9832,164179064818,9645.67,7394019840,35.90014262,6739584540.73
2018-05-08,9303685417.54,164.83,466308992,36.88740334,225695905.924,74984342711.8,755.01,2920489984,496.310278442,1800244823.07,2402315027.89,23.65,257408992,13.8921812334,51254038.1027,3697628553.51,458.76,98776400,5.45092373,31283610.0832,159688317363,9380.87,7415869952,34.29413578,6527295923.23
2018-05-09,9012422167.38,159.62,448136000,35.49823956,236311765.733,74790028011.8,752.9,2877870080,522.481470501,2024033217.42,2278670174.45,22.43,293584000,18.1479071604,85363519.595,3572442682.83,443.13,102561000,3.82156795,35868506.3806,157031697318,9223.73,7226890240,30.52956993,6415001713.62
2018-05-10,8874969375.79,157.15,426694016,37.17020713,232125072.848,74773841484.9,752.58,2748950016,737.346626031,1803153292.77,2186331794.24,21.51,225995008,14.7063305464,36236395.8158,3573459664.14,443.15,100427000,3.98557839,31696677.5864,158790323132,9325.96,6906699776,26.71177891,6876198665.32
2018-05-11,8442258889.72,149.45,530416000,36.10428309,305471123.447,72248165992.5,727.01,3290080000,721.751162327,1759480353.09,2009868471.7,19.78,354950016,16.2751868047,82754332.3375,3400504248.48,421.61,108972000,4.10314923,53207553.3469,154156066119,9052.96,8488520192,38.61210375,8447266642.54
2018-05-12,7755918735.67,137.26,410184992,30.51628878,139697558.161,67578742523.2,679.88,2668480000,498.479457736,1216852952.84,1808344681.45,17.79,258036992,15.7946938814,34459151.5457,3140154196.75,389.24,77808896,3.00465393,23058143.2561,143760466668,8441.44,6821380096,28.38834405,4974204732.65
2018-05-13,8014462384.43,141.8,383224000,28.26157595,119840155.114,68317231118,687.17,2362500096,522.063870819,936611346.745,1841932464.76,18.12,201048000,27.4771297694,14860434.564,3260879708.13,404.11,99754096,2.20758525,34168831.557,145037418077,8515.49,5866379776,23.33858622,3847909236.06
2018-05-14,8176242627.24,144.62,584222016,37.58419489,292905685.756,72861958786.4,732.73,3005110016,667.493522521,2025383384.29,1911220793.81,18.8,221006000,22.1323827692,22097098.489,3361508931.49,416.49,157680992,4.18268239,43253989.8005,148417420608,8713.1,7364149760,35.25774075,7711103107.18
2018-05-15,8340380691.04,147.49,415984992,36.33352142,462146712.981,72719081259.4,731.14,2523069952,673.498366947,1587210495.77,1908191065.84,18.76,239530000,18.8579265649,23623435.9411,3488929843.34,432.18,174088000,3.89987431,53890428.1899,148298456856,8705.19,6705710080,37.83474629,5705827469.86
2018-05-16,7899071877.14,139.65,351689984,34.2792846,427504873.846,70440905475.9,708.09,2476130048,718.126049678,1332236701.17,1851420942.17,18.2,204932000,22.6701391027,30838367.3922,3466625544.54,429.32,177326000,3.44294391,39720133.8912,144897499750,8504.41,6760220160,32.35890796,6338058073.97
2018-05-17,7896320999.14,139.56,320248992,35.54301475,161829239.246,70517923011.8,708.72,2350619904,790.210562435,1425719227.26,1806573377.24,17.76,166820000,19.4946022424,17137174.0694,3335856585.6,413.03,198663008,2.4448349,64752377.7951,142622094729,8370.05,5862530048,54.05727301,6309030686.02
2018-05-18,7509796858.23,132.7,371688000,34.91357143,153577350.282,66888121284.2,672.1,2305740032,747.660402489,1258905152.39,1722221515.78,16.93,178787008,19.3246347883,28859733.3309,3134117067.68,387.96,125453000,2.65528731,30676955.3483,137895707171,8091.83,5764190208,70.13995212,6173070993.55
2018-05-19,7696275844.1,135.96,310963008,29.70975088,107594019.97,69188816154.7,695.07,2021549952,663.30393789,923069785.044,1831795106.44,18,148970000,13.5860777411,9531721.13625,3199174950.57,395.93,99795000,1.82668041,34357503.1026,140704883109,8255.73,4712399872,31.42390531,3553458379.39
2018-05-20,7659190579.03,135.27,324983008,27.76517852,85149375.094,69486843058,697.92,2156910080,604.615806852,968360539.277,1801068603.37,17.7,144931008,13.1385360183,8816885.81316,3126940272.18,386.9,94187200,2.03590704,18274736.9513,140571074387,8246.99,5191059968,24.98915763,3692211645.49
2018-05-21,7908691757.87,139.64,308376992,35.77794547,181052504.048,71420554714.6,717.19,2005170048,683.188824939,1314715876.82,1851489328.76,18.19,125063000,16.353997083,9832740.41511,3253833537.32,402.51,85493504,2.18517603,40847793.2243,145280585627,8522.33,5154990080,31.28915469,4767614618.48
2018-05-22,7605833978.93,134.26,294447008,33.1092899,167548269.196,69740910803.1,700.18,2230469888,769.998110969,1836465050.83,1799789576.06,17.68,133700000,16.3612146882,17401583.7325,3109700702.46,384.6,78835696,2.98425815,24508075.4007,143550153134,8419.87,5137010176,26.52413321,4657170904.77
2018-05-23,7299578707.37,128.81,373329984,36.68302031,178742435.419,64423959190.2,646.67,2995429888,780.870326687,1934135667.59,1680508841.04,16.5,172594000,17.1983012253,24835703.441,2915099423.63,360.45,80860800,4.61820138,39570990.426,137040347525,8037.08,6491120128,30.82025138,5490574414.16
2018-05-24,6756155231.83,119.19,345857984,31.58666396,135573749.517,58246215440.2,584.54,2791099904,718.821398059,1715188942.79,1518211638.34,14.91,184862000,18.9768511309,14465974.1125,2753778649.98,340.42,93794600,3.50396723,35935666.5031,128938267136,7561.12,6049220096,29.75362781,5257684343.11
2018-05-25,6948817713.09,122.56,297743008,32.12193844,121194140.136,60013304046.1,602.14,2110919936,688.278233289,1198626525.94,1601872960.73,15.73,141072000,12.7383253011,12850026.1727,2786973047.65,344.45,83410200,3.5695332,44415294.6406,129486577800,7592.3,4867829760,30.37696335,4394747434.91
2018-05-26,6768127816.17,119.35,275851008,31.99080366,93540266.6597,58558969488.9,587.43,1694300032,596.384804369,853640867.021,1548783926.03,15.2,141440992,9.72860623382,11682189.9396,2745930256.23,339.3,86956800,2.27719575,81378601.1643,127696702198,7486.48,4051539968,22.51408114,3192077186.13
2018-05-27,6721898825.15,118.5,258727008,32.5822083,91076519.7052,58679424252,588.52,1788790016,546.718705713,1497359534.58,1555390869.48,15.27,132207000,9.51114622823,13744479.1023,2604284110.8,321.72,85613504,2.31425891,59508927.561,125590274876,7362.08,4056519936,19.47089221,4137503733.78
2018-05-28,6691006943.76,117.93,295723008,30.8088583,142022896.994,57147588448.8,573.04,2356900096,862.659407171,1760411345.52,1548957657.22,15.2,147459008,12.1585647992,24200876.4746,2558204795.48,315.96,84403696,3.12736653,79187371.1131,125762192649,7371.31,5040600064,29.12400991,7536167651.11
2018-05-29,6347090423.88,111.84,350520000,34.73972271,119733947.092,51484990393.6,516.15,2330820096,825.680263772,1518486287.53,1478991971.27,14.51,157135008,12.0953053009,18397123.3911,2335374428.02,288.37,98299696,3.68404015,84186026.8178,121647922695,7129.46,5662660096,28.63684227,6834181061.62
2018-05-30,6785887976.82,119.54,305275008,32.95586561,104282881.115,56552138348.7,566.83,2053970048,867.284349851,1372810658.05,1560730276.47,15.31,129317000,22.1301408443,13659018.4257,2566866442.17,316.89,74927104,2.95757827,80524353.2281,127470568964,7469.73,4922540032,22.66213792,7348935916.84
2018-05-31,6661569994.49,117.32,297183008,30.86374685,99823078.7843,55732178695.9,558.5,1985040000,1073.93135997,1442732292.27,1552346103.07,15.23,122136000,14.9315376712,9717983.76689,2458325589.77,303.42,81447904,3.57168072,39083578.1383,126400762050,7406.15,5127130112,21.6541427,7435591700.34
2018-06-01,6703030532.31,118.03,290886016,28.61660826,92174967.9833,57757609564.6,578.67,1945890048,875.763461595,1852143246.93,1564092660.85,15.34,137170000,13.335420888,13062446.3793,2471209336.76,304.94,82723800,2.78617679,27080833.9383,128030288378,7500.7,4921460224,20.37476636,6206627425.44
2018-06-02,6807010979.16,119.83,310800000,26.34765804,180038500.532,57944805336.7,580.43,1880390016,602.951398847,832130199.762,1581120193.58,15.5,143692000,11.50009324,9898376.17018,2556050532.49,315.34,80244496,3.4935144,29987685.0706,128659535538,7536.72,4939299840,16.27842016,4151723265.36
2018-06-03,7005420786.45,123.29,322787008,24.24868197,191957976.788,59037857332.9,591.26,1832550016,590.894601535,736758059.77,1613002990.2,15.81,144260992,52.2672850626,14147657.9204,2615102587.86,322.31,75377104,3.15060004,20193606.2174,130302863372,7632.09,4851760128,15.3074038,4477651688.19
2018-06-04,7116525732.09,125.21,299780992,29.3030016,197991349.104,61865521596.4,619.44,1903430016,738.620974184,1369044540.08,1658255753.04,16.25,140176992,13.838477245,18538603.4787,2683978548.1,330.73,79868600,2.49085431,40004714.1786,131864902635,7722.53,4993169920,20.71075272,7925996820.24
2018-06-05,6816538642.56,119.9,300892000,27.40205292,209630217.12,59277676048.2,593.41,1844269952,634.673305814,1383328465.81,1554839902.73,15.23,124282000,12.1515185025,31286924.929,2573374196.72,317.03,79467904,3.09686206,22998591.0622,128096994795,7500.9,4961739776,18.52827963,5821973644.02
2018-06-06,6931717423.96,121.89,324158016,26.36034503,217763097.553,60973572885.3,610.26,1756530048,809.118512774,1565794074.74,1587445778.57,15.55,110481000,13.6492137983,17163459.2116,2578312911.15,317.56,75630800,3.70345218,40158813.4732,130246702231,7625.97,4692259840,19.4579716,5055066683.42
2018-06-07,6901946525.56,121.34,365670016,26.24675157,202546742.519,60728713659.4,607.69,1880140032,631.629547325,1429750960.14,1560376225.89,15.28,109763000,14.6540189363,10936014.0306,2553205888.09,314.4,75098896,3.3181884,37952817.4807,130684804043,7650.82,4485799936,20.6699365,5837903258.63
2018-06-08,6914399097.51,121.52,285831008,25.09510803,191816106.516,60516410173.3,605.44,1637779968,547.890829721,1548935467.13,1557608497.06,15.25,131086000,14.6390612725,19302826.4156,2539499542.51,312.64,68043600,2.39366558,24627512.7192,131284954585,7685.14,4227579904,17.89042019,7184034326.85
2018-06-09,6835743134.82,120.11,242235008,21.58752638,156182902.488,60076621474.5,600.91,1519309952,439.16006148,779506989.365,1576273757.85,15.43,106269000,13.5808889713,105634821.739,2522643519.46,310.5,76867504,2.11893481,40086279.3476,130399787660,7632.52,3845220096,18.7073671,4280029710.14
2018-06-10,6692455723.93,117.56,399889984,31.28051889,236179420.553,59431612910.1,594.34,2234880000,439.124773458,1242710083.08,1546890560.02,15.14,173647008,13.6165849011,174403477.89,2433855899.45,299.5,72081400,2.08314122,19182607.2277,128139936142,7499.55,5804839936,16.7009531,7172614294.45
2018-06-11,6066076429.28,106.54,331430016,27.01367219,197705602.886,52495316829.9,524.86,1982119936,473.357637639,1262420682.4,1290852378.86,12.63,128249000,27.6427193258,136917293.763,2225663016.81,273.82,66282200,3.27982007,37959449.0549,116186689076,6799.29,4745269760,24.67101897,6838895569.19
2018-06-12,6118745822.32,107.43,333163008,29.04264625,229643366.842,53291355820.1,532.71,1932760064,466.833373619,1793161123.37,1322078761.98,12.93,686019008,28.9687020329,234925468.916,2197104008.45,270.25,70134304,3.51969862,20713416.3223,118019773218,6905.82,4654380032,21.90653344,6460010625.56
2018-06-13,5742173455.71,100.8,360492992,31.48174723,215425522.189,49831361148.8,498.02,2080130048,486.765094398,2167900526.05,1520844687.8,14.87,325870016,20.3327895246,81040035.3106,2128742541.21,261.78,116406000,2.63036665,18801641.702,112751893896,6596.88,5052349952,37.41423181,6050461636.6
2018-06-14,5356008326.68,93.99,367742016,28.29759715,160525021.14,47875798649.8,478.38,2458650112,523.192811159,2176497312.84,1423991009.34,13.92,280585984,2526.83524707,91353947.8298,2000161744.94,245.91,112286000,2.18580895,23215442.1298,108420666082,6342.75,5138710016,28.01723114,5827509265.83
2018-06-15,5762624179.22,101.11,293284992,24.92683505,139031365.228,52100031134.8,520.48,1808269952,601.608319486,2088820188.48,1440830628.74,14.08,194460992,17.3404147145,88945396.5721,2182501090.66,268.27,146774000,2.43721472,16725830.1946,114096981580,6674.08,3955389952,23.19453295,4728327799.4
2018-06-16,5505868190.9,96.58,259324992,20.88737806,91661233.5785,49099909957.5,490.41,1314109952,575.569880829,814015709.014,1420704530.46,13.88,232232000,16.7577218186,32353492.4553,2093281484.95,257.24,129594000,2.72974802,16636831.4846,110372701920,6455.45,3194170112,16.44224754,2204904080.64
2018-06-17,5572608924.57,97.72,242331008,19.71000201,80742248.2914,50015782968.3,499.46,1264870016,310.673913396,635718693.268,1481705846.66,14.47,164312000,18.029019085,28153832.714,2169879841.87,266.6,119911000,2.25369671,145575782.454,111925781149,6545.53,3104019968,23.48902029,2382721738.69
2018-06-18,5462550172.98,95.77,282937984,25.12688069,123082164.395,50018378892.7,499.38,1513869952,331.453370209,886849328.276,1464262186.87,14.3,235592992,28.0668619748,18746994.1923,2155327821.17,264.75,138831008,2.27328157,997191819.305,111332613112,6510.07,4039200000,17.52291191,3323250945.46
2018-06-19,5632691430.53,98.73,284982016,25.39789008,127096862.325,51995769728.1,519.02,1726569984,465.793926425,1054793125.26,1547987688.4,15.11,263659008,20.1587893777,25492882.4956,2160989833.17,265.38,144064000,3.69141791,941727245.1,115318716834,6742.39,4057029888,83.80865389,3521309063.92
2018-06-20,5647532502.74,98.96,261392000,24.52240323,112185690.393,53959484128.4,538.51,1596290048,437.737407767,1224217731,1597440996.01,15.59,356187008,25.3107520619,41011549.2239,2137193950.35,262.4,93710200,9.74962572,22714958.9999,115817316430,6770.76,3888640000,203.28532024,3529790002.13
2018-06-21,5586882990.51,97.88,261544000,24.77464379,94716573.8243,53763934551.7,536.45,1462070016,416.030268945,1074653620.01,1759488979.67,17.17,399804000,27.5549821964,47153722.9838,2163087447.13,265.52,50978600,3.77129531,44676815.1221,115991067684,6780.09,3529129984,73.52012206,3696120111.57
2018-06-22,5534561611.78,96.94,458636992,28.70250594,134111170.971,52846728451.5,527.19,2226030080,882.173226663,1404927114.75,1799155667.95,17.55,455676992,25.2592670802,43190857.3775,2125800174.94,260.89,58715100,5.62211139,128219494.753,115281670268,6737.88,5079810048,68.9368202,4728182571.36
2018-06-23,4859663129.23,85.09,439203008,21.5528834,84342358.7768,46749901530.1,466.27,1651379968,347.143282742,645823483.591,1502982425.65,14.66,214750000,32.6725233447,48554430.3751,1930082288.59,236.82,55232200,3.79415963,98463316.3891,104210746150,6090.1,3431360000,31.93798474,2467068562.31
2018-06-24,4726244924.61,82.74,449884992,25.8634359,90137037.8618,47612019254.9,474.77,2490579968,514.962924372,1043127144.39,1520034825.85,14.82,270734016,16.9292812849,37690078.4896,1980383157.25,242.93,107736000,3.26019749,16058486.5723,105493404393,6164.28,4566909952,27.03085817,2990514019.78
2018-06-25,4592395648.78,80.37,458366016,24.92867884,95084024.1563,45732834442.2,455.94,4007950080,527.396861147,1254152283.1,1526094806.55,14.88,232960000,22.8305067885,64730703.8498,1937547154.3,237.62,129569000,4.57020165,20747068.0535,105636969732,6171.97,5500810240,34.68013653,3768795199.54
2018-06-26,4675946925.59,81.82,258432992,24.61519605,82850136.3645,46223001270.4,460.73,1356560000,388.528456094,1048187365.12,1620792805.27,15.8,211464992,14.7861258458,19624421.2352,1967337451.29,241.22,185207008,3.52529462,63808945.4103,107044673109,6253.55,3279759872,32.34384664,3202163271.16
2018-06-27,4397656010.15,76.93,274128000,30.22347914,94381308.5583,43373920805.4,432.24,1368940032,388.472117691,948883410.99,1523195775.62,14.84,232582000,19.7061400508,24236286.5004,1891880289.61,231.92,152626000,4.33006049,21195022.4586,104158539380,6084.4,3296219904,32.15886049,3912693855.51
2018-06-28,4610243460.48,80.63,263414000,24.64782376,69943438.2718,44391444976.2,442.29,1360790016,370.161263426,862668871.179,1580791301.82,15.4,189564992,21.3431719633,45367696.6067,1871132743.73,229.32,164232992,3.99050003,15098636.9341,105347790873,6153.16,3467800064,27.15925646,3278087915.66
2018-06-29,4278561368.85,74.81,309339008,26.91623019,79142181.8719,42422226051.9,422.59,1564499968,392.302217431,1015423180.65,1497675047.79,14.59,226952000,19.3632251638,23049609.8016,1791278814.83,219.49,144490000,3.74552517,23349873.8774,100992500364,5898.13,3966230016,27.41063627,3069156853.5
2018-06-30,4516854495.6,78.95,276550016,23.54773992,66952821.1183,43798579440.8,436.21,1475939968,1998.5567904,582023220.709,1573023346,15.32,253512000,15.2147286211,35656275.6936,1913899743.04,234.46,104743000,3.12073818,12609980.6298,106415721101,6214.22,4543860224,23.60409759,2645912542.58
2018-07-01,4663826421.73,81.5,343401984,22.55149056,51750622.8008,45718425468.1,455.24,1511730048,3237.25306307,491966488.448,1655514934.64,16.12,244395008,14.6807258294,53428758.5002,1952541075.41,239.14,206254000,3.53991736,13969347.5231,109808913000,6411.68,4788259840,16.7928896,3214311910.93
2018-07-02,4594163077.99,80.27,302471008,26.79343324,95005841.252,45585108159.2,453.82,1625789952,5862.52622602,759755638.994,1642768483.36,15.99,290288000,19.7240702699,46555606.0689,1924990133.97,235.71,156646000,2.75935,26508657.2028,109284265207,6380.38,4396930048,23.48063765,3936375438.94
2018-07-03,4888579249.94,85.39,343900992,27.17809549,95326466.315,47761299859.4,475.39,1683939968,4020.76246238,945751786.147,1705261312.41,16.59,269278016,23.0768020669,18797671.9169,2033944780.08,248.81,188614000,3.59289254,21288668.6929,112998312053,6596.66,4672309760,27.90259772,4464211068.38
2018-07-04,4877272842.93,85.17,282222016,27.23226931,130681357.672,46641842606.6,464.15,1549769984,2942.86512027,768398827.939,1662939726.16,16.18,275641984,20.3210628924,31084280.295,1948137022.79,238.26,233191008,3.51023923,54340125.6547,112224834070,6550.87,4176689920,21.54452916,3490260975.1
2018-07-05,4905669781.08,85.65,306121984,25.21376037,136321382.487,46967336536,467.29,1828610048,2561.44382411,828850935.734,1730355876.44,16.83,270719008,17.0810517344,21123201.4448,2009002709.83,245.65,226226000,3.22114205,22266482.5082,113072831430,6599.71,4999240192,19.76600519,3828078410.46
2018-07-06,4803115248.11,83.84,253160000,24.96215026,91347904.76,47687609710.8,474.36,1627609984,3356.1320663,820950980.975,1793438166.06,17.44,448598016,17.7191469445,71497037.4483,1982296637.59,242.33,206210000,2.92845001,21748500.7666,113754032814,6638.69,4313959936,21.70281974,3912253198.6
2018-07-07,4779375365.63,83.4,238936992,23.53000269,71120707.9062,47666984681.1,474.06,1358360064,3015.04091935,557817878.416,1892528190.5,18.4,304575008,20.2146434009,39500404.0294,1976696351.7,241.59,151578000,4.01831442,14687909.2185,114281096423,6668.71,3961080064,16.56969368,2369378762.08
2018-07-08,4944223801.22,86.26,239655008,29.67055939,74981593.1066,49487844866,492.07,1344560000,1382.16199867,670438494.719,1950457170.12,18.96,249696992,18.3403650191,23709873.257,2020317872.94,246.87,170284992,2.018103,249833238.161,117535319865,6857.8,3386210048,15.64479917,3131026528.11
2018-07-09,4732371608.19,82.54,263326000,28.00937044,75233990.2985,49177434874,488.88,1533799936,1096.82724581,948226861.859,1886795162.57,18.34,298020000,16.1300568145,19418387.4122,1993322173.63,243.51,163096992,2.39747317,240147352.271,116129186926,6775.08,3718129920,19.92606527,3529973460.56
2018-07-10,4632857945.68,80.78,321614016,28.46942948,119400292.844,47907822852.5,476.16,1789069952,734.239112198,981304384.703,1874604475.57,18.21,394620992,18.9510000066,30463713.2743,1900939633.93,232.18,174620992,2.9378929,14535614.6854,115526738944,6739.21,4052430080,22.86071401,5529289206.23
2018-07-11,4367025057.63,76.13,284915008,25.07064443,383690078.679,43726685337.8,434.52,1422470016,838.937528693,671659887.81,1662751779.38,16.15,249134000,17.3133717145,23065596.7786,1808239459.74,220.8,237408000,3.70321113,40245376.6611,108535670495,6330.77,3644859904,20.44250057,3747229683.51
2018-07-12,4509161181.4,78.59,267396992,26.25291352,86845140.3801,44942040481.9,446.5,1495440000,1363.06030149,644828867.782,1694927309.68,16.46,212922000,21.508050109,42677514.6758,1787071531.79,218.17,239220992,2.94428664,37478403.5853,109678870042,6396.78,3770170112,18.63321237,3981246382.99
2018-07-13,4435928017.37,77.29,256038000,25.10486732,59559765.2326,43363775458.7,430.74,1489670016,1531.90262252,573529878.12,1685821339.32,16.37,241580000,23.0910781408,14294726.8958,1737330663.44,212.05,240115008,3.87792354,23780670.8486,106916654627,6235.03,3805400064,19.53514153,3815861354.38
2018-07-14,4418690234.55,76.97,197776000,21.02393025,44194412.7676,43752098681.9,434.51,1235820032,2932.26184612,440713121.352,1682765125.37,16.33,156358000,17.6565756872,11721255.7722,1793655990.56,218.88,122131000,2.97418816,25573809.3093,107140639095,6247.5,2923670016,15.01264127,3009261259.93
2018-07-15,4404162395.62,76.7,230467008,23.23445286,56428916.9358,43899432922,435.88,1350160000,3561.56698287,383603888.134,1696378205.79,16.46,164426000,20.6865572507,10547296.7235,1840688347.23,224.57,144706000,3.38770934,205769168.799,107583466608,6272.7,3285459968,15.27821656,3287356879.15
2018-07-16,4535020151.2,78.96,307904000,25.95470783,74401990.7568,45372816389.1,450.42,1858680064,583.144510056,920859239.795,1717724834.01,16.66,223788000,218.863922079,21544367.7994,1903116999.16,232.13,159618000,3.76099099,25300424.8629,109038931875,6357.01,4725799936,23.61292569,4410996419.07
2018-07-17,4843006522.35,84.3,341836000,28.12629266,93406736.9599,48370950335.5,480.08,2288100096,506.768490526,938876937.063,1795627707.77,17.42,266384992,18.9083562107,36162403.7476,2023284971.04,246.73,216190000,3.51000281,33451461.2793,115615494416,6739.65,5961950208,24.94209666,4665305839.72
2018-07-18,5161797749.17,89.82,375428992,28.61201906,113998121.987,50472943544.8,500.84,2371559936,478.470516253,1125127880.17,1848326176.98,17.92,248274000,18.1462653885,33298486.7156,2132501920.52,259.99,251270000,3.4040549,135887363.708,125506655545,7315.32,6103410176,31.82668475,5256772478.23
2018-07-19,4994979990.28,86.9,307785984,24.84570501,73327546.5993,48445665855.8,480.63,2068739968,431.950070568,891283173.038,1790081537.86,17.35,222698000,31.3075503683,17334800.4514,2176207119.29,265.26,213808992,3.35055095,244431769.952,126601427070,7378.2,5111629824,28.82741906,4707739708.99
2018-07-20,4983942081.09,86.68,287448000,24.96795131,89338002.7762,47314007277.3,469.31,1821350016,558.219141946,960888297.738,1796552483.16,17.41,233146000,24.967032059,30188799.3355,2137076119.82,260.43,172104992,2.52462337,94412933.6101,128146371235,7467.4,4936869888,23.08779797,4551700540.14
2018-07-21,4753841697.44,82.66,246152992,20.7528874,70965770.6949,45444886304.5,450.68,1504310016,591.209761714,572836102.765,1667063467.18,16.15,148059008,19.3813847233,7999813.77049,2038757118.42,248.4,137596000,2.07659347,523826420.911,126190961414,7352.72,3726609920,17.37819099,3143680510.31
2018-07-22,4846523859.47,84.26,245916992,20.24490719,61837432.6873,46640412828.7,462.44,1338589952,367.829167689,529990335.7,1689005940.26,16.36,139591008,18.7472158322,5302553.01917,2094015636.15,255.07,163632992,1.525867,41439358.9386,127324771563,7417.8,3695460096,14.77231882,2764756602.66
